layer_loc, layername, MSE, MAE, max_m, min_m, max_n, min_n,norm MSE, norm MAE, norm_max_m, norm_min_m, norm_max_n, norm_min_n 
0 ,input_1, 62461.456579506805, 244.8049930909864, 127.0, -128.0, 218.0, 15.0, 3.8424723148345947, 1.9200812578201294, -0.007843309082090855, -2.007887125015259, 0.7058978080749512, -0.8862939476966858
1 ,model/block_13_pad/Pad/paddings, 0.25, 0.25, 0.0, 0.0, 1.0, 0.0, 0.25, 0.25, 0.0, 0.0, 1.0, 0.0
2 ,model/global_average_pooling2d/Mean/reduction_indices, 2.0, 1.0, 1.0, 0.0, 2.0, 1.0, 2.0, 1.0, 1.0, 0.0, 2.0, 1.0
3 ,model/Conv1/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
4 ,model/bn_Conv1/FusedBatchNormV3, 5890723306636642.0, 27914950.8125, 120.0, -108.0, 11169717.0, -324197824.0, 5890723306636642.0, 27914950.8125, 120.0, -108.0, 11169717.0, -324197824.0
5 ,model/expanded_conv_depthwise_BN/FusedBatchNormV3;model/expanded_conv_depthwise/depthwise;model/block_5_project/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
6 ,model/expanded_conv_depthwise_BN/FusedBatchNormV3, 159847546.40625, 7590.90625, 98.0, -108.0, 35016.0, -43172.0, 159847546.40625, 7590.90625, 98.0, -108.0, 35016.0, -43172.0
7 ,model/expanded_conv_project/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
8 ,model/expanded_conv_project_BN/FusedBatchNormV3;model/expanded_conv_project/Conv2D, 252721469.5625, 12809.4375, 93.0, -77.0, 31973.0, -24807.0, 252721469.5625, 12809.4375, 93.0, -77.0, 31973.0, -24807.0
9 ,model/block_1_expand/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
10 ,model/block_1_expand_BN/FusedBatchNormV3, 73158498.21875, 5216.010416666667, 124.0, -107.0, 25218.0, -9949.0, 73158498.21875, 5216.010416666667, 124.0, -107.0, 25218.0, -9949.0
11 ,model/block_1_depthwise_BN/FusedBatchNormV3;model/block_1_depthwise/depthwise;model/block_12_project/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
12 ,model/block_1_depthwise_BN/FusedBatchNormV3, 1153996687.3333333, 19866.833333333332, 109.0, -127.0, 114254.0, -75778.0, 1153996687.3333333, 19866.833333333332, 109.0, -127.0, 114254.0, -75778.0
13 ,model/block_1_project/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
14 ,model/block_1_project_BN/FusedBatchNormV3;model/block_2_project/Conv2D;model/block_1_project/Conv2D, 418424628.2916667, 17489.291666666668, 94.0, -128.0, 40542.0, -31323.0, 418424628.2916667, 17489.291666666668, 94.0, -128.0, 40542.0, -31323.0
15 ,model/block_2_expand/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
16 ,model/block_2_expand_BN/FusedBatchNormV3, 306788680082.13196, 51624.32638888889, 127.0, -123.0, 68645.0, -6645528.0, 306788680082.13196, 51624.32638888889, 127.0, -123.0, 68645.0, -6645528.0
17 ,model/block_2_depthwise_BN/FusedBatchNormV3;model/block_2_depthwise/depthwise;model/block_3_depthwise/depthwise, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
18 ,model/block_2_depthwise_BN/FusedBatchNormV3, 141724173.61805555, 6289.715277777777, 123.0, -128.0, 69752.0, -7147.0, 141724173.61805555, 6289.715277777777, 123.0, -128.0, 69752.0, -7147.0
19 ,model/block_2_project/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
20 ,model/block_2_project_BN/FusedBatchNormV3;model/block_2_project/Conv2D, 1931938871.9583333, 35334.041666666664, 90.0, -126.0, 83395.0, -90124.0, 1931938871.9583333, 35334.041666666664, 90.0, -126.0, 83395.0, -90124.0
21 ,model/block_3_expand/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
22 ,model/block_3_expand_BN/FusedBatchNormV3, 28255051.541666668, 3209.7083333333335, 127.0, -124.0, 26727.0, -7519.0, 28255051.541666668, 3209.7083333333335, 127.0, -124.0, 26727.0, -7519.0
23 ,model/block_3_depthwise_BN/FusedBatchNormV3;model/block_3_depthwise/depthwise, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
24 ,model/block_3_depthwise_BN/FusedBatchNormV3, 1110034599.2777777, 19125.305555555555, 127.0, -113.0, 133654.0, -26228.0, 1110034599.2777777, 19125.305555555555, 127.0, -113.0, 133654.0, -26228.0
25 ,model/block_3_project/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
26 ,model/block_3_project_BN/FusedBatchNormV3;model/block_5_project/Conv2D;model/block_3_project/Conv2D, 887263313.0, 24880.9375, 90.0, -125.0, 45043.0, -65444.0, 887263313.0, 24880.9375, 90.0, -125.0, 45043.0, -65444.0
27 ,model/block_4_expand/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
28 ,model/block_4_expand_BN/FusedBatchNormV3, 178440522.953125, 9773.484375, 122.0, -124.0, 69617.0, -11862.0, 178440522.953125, 9773.484375, 122.0, -124.0, 69617.0, -11862.0
29 ,model/block_4_depthwise_BN/FusedBatchNormV3;model/block_4_depthwise/depthwise;model/block_6_depthwise/depthwise, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
30 ,model/block_4_depthwise_BN/FusedBatchNormV3, 69440010.21875, 4961.541666666667, 126.0, -125.0, 35063.0, -39384.0, 69440010.21875, 4961.541666666667, 126.0, -125.0, 35063.0, -39384.0
31 ,model/block_4_project/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
32 ,model/block_4_project_BN/FusedBatchNormV3;model/block_5_project/Conv2D;model/block_4_project/Conv2D, 589806574.625, 20768.75, 109.0, -128.0, 48983.0, -49487.0, 589806574.625, 20768.75, 109.0, -128.0, 48983.0, -49487.0
33 ,model/block_5_expand/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
34 ,model/block_5_expand_BN/FusedBatchNormV3, 207966117.43229166, 8137.380208333333, 126.0, -128.0, 119034.0, -8183.0, 207966117.43229166, 8137.380208333333, 126.0, -128.0, 119034.0, -8183.0
35 ,model/block_5_depthwise_BN/FusedBatchNormV3;model/block_5_depthwise/depthwise;model/block_6_depthwise/depthwise, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
36 ,model/block_5_depthwise_BN/FusedBatchNormV3, 91835979.828125, 5783.213541666667, 124.0, -128.0, 57218.0, -24889.0, 91835979.828125, 5783.213541666667, 124.0, -128.0, 57218.0, -24889.0
37 ,model/block_5_project/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
38 ,model/block_5_project_BN/FusedBatchNormV3;model/block_5_project/Conv2D, 419374800.8125, 15949.125, 121.0, -125.0, 37905.0, -58805.0, 419374800.8125, 15949.125, 121.0, -125.0, 37905.0, -58805.0
39 ,model/block_6_expand/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
40 ,model/block_6_expand_BN/FusedBatchNormV3, 22826001.072916668, 3354.2083333333335, 108.0, -123.0, 21393.0, -8486.0, 22826001.072916668, 3354.2083333333335, 108.0, -123.0, 21393.0, -8486.0
41 ,model/block_6_depthwise_BN/FusedBatchNormV3;model/block_6_depthwise/depthwise, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
42 ,model/block_6_depthwise_BN/FusedBatchNormV3, 1369608021.7760417, 25242.203125, 127.0, -128.0, 103443.0, -4765.0, 1369608021.7760417, 25242.203125, 127.0, -128.0, 103443.0, -4765.0
43 ,model/block_6_project/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
44 ,model/block_6_project_BN/FusedBatchNormV3;model/block_9_project/Conv2D;model/block_6_project/Conv2D, 1479082141.71875, 31404.375, 124.0, -127.0, 89424.0, -80945.0, 1479082141.71875, 31404.375, 124.0, -127.0, 89424.0, -80945.0
45 ,model/block_7_expand/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
46 ,model/block_7_expand_BN/FusedBatchNormV3, 278978434.0026042, 10188.778645833334, 127.0, -125.0, 192579.0, -20083.0, 278978434.0026042, 10188.778645833334, 127.0, -125.0, 192579.0, -20083.0
47 ,model/block_7_depthwise_BN/FusedBatchNormV3;model/block_7_depthwise/depthwise;model/block_10_depthwise/depthwise, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
48 ,model/block_7_depthwise_BN/FusedBatchNormV3, 48830845.677083336, 3927.8541666666665, 127.0, -119.0, 41074.0, -27136.0, 48830845.677083336, 3927.8541666666665, 127.0, -119.0, 41074.0, -27136.0
49 ,model/block_7_project/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
50 ,model/block_7_project_BN/FusedBatchNormV3;model/block_9_project/Conv2D;model/block_7_project/Conv2D, 239127298.0, 12002.625, 115.0, -110.0, 33089.0, -45322.0, 239127298.0, 12002.625, 115.0, -110.0, 33089.0, -45322.0
51 ,model/block_8_expand/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
52 ,model/block_8_expand_BN/FusedBatchNormV3, 173124674.26822916, 9196.549479166666, 120.0, -126.0, 113181.0, -12105.0, 173124674.26822916, 9196.549479166666, 120.0, -126.0, 113181.0, -12105.0
53 ,model/block_8_depthwise_BN/FusedBatchNormV3;model/block_8_depthwise/depthwise;model/block_10_depthwise/depthwise, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
54 ,model/block_8_depthwise_BN/FusedBatchNormV3, 64894479.203125, 5180.036458333333, 124.0, -122.0, 52753.0, -33791.0, 64894479.203125, 5180.036458333333, 124.0, -122.0, 52753.0, -33791.0
55 ,model/block_8_project/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
56 ,model/block_8_project_BN/FusedBatchNormV3;model/block_9_project/Conv2D;model/block_8_project/Conv2D, 216993239.203125, 12258.078125, 123.0, -113.0, 29990.0, -28151.0, 216993239.203125, 12258.078125, 123.0, -113.0, 29990.0, -28151.0
57 ,model/block_9_expand/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
58 ,model/block_9_expand_BN/FusedBatchNormV3, 105567140.61197917, 7094.981770833333, 127.0, -124.0, 42911.0, -11156.0, 105567140.61197917, 7094.981770833333, 127.0, -124.0, 42911.0, -11156.0
59 ,model/block_9_depthwise_BN/FusedBatchNormV3;model/block_9_depthwise/depthwise;model/block_10_depthwise/depthwise, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
60 ,model/block_9_depthwise_BN/FusedBatchNormV3, 75813394.97395833, 6186.041666666667, 118.0, -126.0, 28241.0, -48371.0, 75813394.97395833, 6186.041666666667, 118.0, -126.0, 28241.0, -48371.0
61 ,model/block_9_project/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
62 ,model/block_9_project_BN/FusedBatchNormV3;model/block_9_project/Conv2D, 260602779.65625, 12771.78125, 126.0, -123.0, 39272.0, -36176.0, 260602779.65625, 12771.78125, 126.0, -123.0, 39272.0, -36176.0
63 ,model/block_10_expand/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
64 ,model/block_10_expand_BN/FusedBatchNormV3, 112637349.33333333, 7193.369791666667, 124.0, -126.0, 57862.0, -14232.0, 112637349.33333333, 7193.369791666667, 124.0, -126.0, 57862.0, -14232.0
65 ,model/block_10_depthwise_BN/FusedBatchNormV3;model/block_10_depthwise/depthwise, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
66 ,model/block_10_depthwise_BN/FusedBatchNormV3, 205812576.70572916, 10349.111979166666, 118.0, -127.0, 49371.0, -16987.0, 205812576.70572916, 10349.111979166666, 118.0, -127.0, 49371.0, -16987.0
67 ,model/block_10_project/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
68 ,model/block_10_project_BN/FusedBatchNormV3;model/block_12_project/Conv2D;model/block_10_project/Conv2D, 1195052751.7395833, 27702.302083333332, 120.0, -127.0, 91597.0, -90749.0, 1195052751.7395833, 27702.302083333332, 120.0, -127.0, 91597.0, -90749.0
69 ,model/block_11_expand/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
70 ,model/block_11_expand_BN/FusedBatchNormV3, 296795722319.2656, 29823.442708333332, 125.0, -127.0, 13072936.0, -16956.0, 296795722319.2656, 29823.442708333332, 125.0, -127.0, 13072936.0, -16956.0
71 ,model/block_11_depthwise_BN/FusedBatchNormV3;model/block_11_depthwise/depthwise;model/block_13_depthwise/depthwise, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
72 ,model/block_11_depthwise_BN/FusedBatchNormV3, 85324333.8420139, 6896.508680555556, 127.0, -125.0, 32506.0, -42818.0, 85324333.8420139, 6896.508680555556, 127.0, -125.0, 32506.0, -42818.0
73 ,model/block_11_project/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
74 ,model/block_11_project_BN/FusedBatchNormV3;model/block_12_project/Conv2D;model/block_11_project/Conv2D, 627392895.8229166, 19558.885416666668, 125.0, -128.0, 70744.0, -71002.0, 627392895.8229166, 19558.885416666668, 125.0, -128.0, 70744.0, -71002.0
75 ,model/block_12_expand/Conv2D, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
76 ,model/block_12_expand_BN/FusedBatchNormV3, 117811708.375, 7950.621527777777, 127.0, -122.0, 67141.0, -20086.0, 117811708.375, 7950.621527777777, 127.0, -122.0, 67141.0, -20086.0
77 ,model/block_12_depthwise_BN/FusedBatchNormV3;model/block_12_depthwise/depthwise;model/block_13_depthwise/depthwise, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0, 0.0, 0.0, 127.0, -127.0, 127.0, -127.0
